10,030002,050009,050000,050000,050004,050006,070009,070001,070001,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070001,070001,070001,070000,070000,070000,070000,070000,070000,070001,070001,070003,05000C,050006,070009,070001,070001,070001,070000,070000,070000,070000,070000,070000,070001,070001,070000,070000,070000,070000,070000,070000,070000,070000,070000,070001,070001,070000,070000,070000,070000,070000,070000,070000,070000,070001,070001,070001,070001,070000,070000,070000,070000,070404,070404,070000,070000,070000,070000,070002,XXXX,XXXX,XXXX,XXXX
11,030002,05000C,050000,050002,070009,070001,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070202,090A0A,070808,070000,070000,070000,070001,070001,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070202,040909,040303,070C0C,070404,070404,070404,070606,XXXX,XXXX,XXXX,XXXX
12,030000,030003,050008,050002,07000C,070004,070004,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070202,090A0A,070808,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070202,040C0C,040000,040505,040505,040505,040505,020507,XXXX,XXXX,XXXX,XXXX
13,030000,030002,05000C,050000,050005,050005,050007,07040C,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070004,070206,090A0A,07080C,070004,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070404,070404,070404,070000,070000,070000,070000,070000,070000,070000,070000,070000,070004,070004,070307,040A0A,01090D,010105,010105,010505,010103,XXXX,XXXX,XXXX,XXXX
14,030000,030000,030003,05000A,040009,040001,040001,040303,070C0C,070404,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070002,080009,080003,09000A,080009,080003,070008,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070202,040909,040101,040303,070808,070000,070000,070000,070000,070000,070000,070000,070006,080009,080005,080007,04000A,080009,080001,080003,0A0109,010002,XXXX,XXXX,XXXX,XXXX
15,030000,030000,030002,05000A,040008,070400,070000,040400,040501,040303,070C0C,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070406,08000C,080006,09000A,08000C,080006,07040C,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070404,070606,040808,040000,040202,070C0C,070404,070404,070404,070404,070404,070404,070406,080009,080006,040009,040001,040002,080008,080000,080002,0A000C,010002,XXXX,XXXX,XXXX,XXXX
16,030000,030000,030002,05000A,04000C,040100,070000,070100,070100,040000,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040001,040001,040000,040001,040001,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040101,040000,040000,040000,040101,040101,040101,040101,040101,040101,040101,040103,08000A,04000D,040004,040004,040002,08000C,080004,080006,05000F,09000A,XXXX,XXXX,XXXX,XXXX
17,030000,030000,030006,050008,050003,04040C,040404,070004,070004,070004,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040004,040004,040004,040000,040000,040004,040000,040000,040004,040004,040004,040004,040000,040000,040004,040000,040000,040004,040000,040000,040004,040000,040000,040000,040000,040004,040004,040000,040000,040004,040000,040000,040004,040004,040004,040004,040000,040000,040004,040000,040000,040004,040000,040000,040000,040004,040004,040002,08000C,040005,040005,040005,040002,040009,040001,040003,010009,010006,XXXX,XXXX,XXXX,XXXX
18,030000,030002,050009,050004,050006,040109,040105,040005,0A0405,0A0405,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040002,040009,040001,040003,04000C,040006,05000F,04000C,040006,05000D,050005,050005,050007,04000C,040006,05000F,04000C,040006,05000F,04000C,040006,05000F,04000C,040004,040004,040006,02000B,05000F,04000C,040006,05000F,04000C,040006,05000D,050005,050005,050007,04000C,040006,05000F,04000C,040006,05000F,04000C,040004,040006,05000D,050007,040008,040001,000001,000001,000003,04000A,040008,040000,040002,01000A,070009,XXXX,XXXX,XXXX,XXXX
19,030000,030002,05000A,010009,010003,01040C,010405,010003,00050D,000505,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000404,000000,000002,040008,040002,02000E,010009,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010003,01000C,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010001,010003,040009,040000,040000,000000,000000,000002,04000A,040008,040000,040002,01000A,070008,XXXX,XXXX,XXXX,XXXX
20,030000,030002,05000A,01004C,010006,000109,000303,010A0A,000909,000101,000101,010101,010101,010101,010101,010101,010101,010101,010101,010101,010101,010101,010101,010101,010101,010501,010101,010101,010101,010101,010101,010101,010101,010101,010101,010303,000C0C,000406,04000C,040004,040027,010088,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010002,05000B,010008,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010002,040008,040002,04000A,000008,000000,000002,04000A,040008,040000,040002,01000A,070008,XXXX,XXXX,XXXX,XXXX
21,030000,030002,05000A,01021B,000809,000000,000202,010A0A,000808,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000100,000000,000000,000000,000000,000000,000000,000000,000000,000000,010000,010101,010101,010001,010003,05000B,010008,010000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,010000,010002,05000A,010008,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010002,040008,040002,04000A,000008,000000,000002,04000A,040008,040000,040002,01000A,070008,XXXX,XXXX,XXXX,XXXX
22,030000,030002,05000A,01020A,000C0C,000000,000606,010A0A,000808,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,010000,010000,010000,010000,010002,05000A,010008,010000,070000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,070000,010000,010002,05000A,010008,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010002,040008,040002,04000A,000008,000000,000002,04000A,040008,040000,040002,09000A,070008,XXXX,XXXX,XXXX,XXXX
23,030000,030002,05000A,010008,010103,00000A,010109,010606,000808,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000202,010808,010002,05000E,010008,010000,070000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,070000,010000,010002,05000E,010008,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010002,04000C,040002,04000A,00000C,000004,000006,04000A,040008,040000,040002,01000A,070008,XXXX,XXXX,XXXX,XXXX
24,030000,030002,05000A,010008,010000,000000,010202,000B0B,000808,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000202,010808,010202,05080D,010000,010000,070000,060000,060000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,060000,060000,070000,010000,010022,01008D,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010002,05000F,04000A,04000C,040005,040005,040005,040002,090008,090000,090002,01000A,070008,XXXX,XXXX,XXXX,XXXX
25,030000,030002,05000A,010008,010000,010000,010606,000A0A,000808,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000202,000808,000202,05080D,010000,010000,070000,060000,060000,070000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,070000,060000,060000,070000,010000,010002,05000B,010008,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010002,000009,000000,000001,000001,000001,000003,04000A,090008,090000,090002,01000A,070008,XXXX,XXXX,XXXX,XXXX
26,030000,030002,05000A,01000C,010000,010202,000909,000202,000808,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000404,000404,000606,000808,000202,05080D,010000,010000,070000,060000,060000,070000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,070000,010000,010002,05000A,010008,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010002,000008,000000,000000,000000,000000,000002,09000A,090008,090000,090002,09000A,070008,XXXX,XXXX,XXXX,XXXX
27,030000,030002,05000C,050003,01000C,010000,000404,000202,000808,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000101,000101,000101,000000,000002,05000B,010008,010000,070000,060000,060000,070000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,070000,060000,060000,070000,010000,010002,05000A,010008,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010002,00000C,000000,000000,000000,000000,000002,09000A,090008,090000,090002,01000A,070008,XXXX,XXXX,XXXX,XXXX
28,030000,030000,040003,05000C,050003,01000C,010303,000E0E,000808,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000004,000004,000004,000004,000004,000004,000004,000004,000006,05000A,010008,010000,070000,060000,060000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,060000,060000,070000,010000,010002,05000A,010008,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010003,00000C,000000,000000,000000,000022,040088,040000,040000,040002,01000A,070008,XXXX,XXXX,XXXX,XXXX
29,030000,030000,040000,040003,05000C,050003,01000C,010303,000808,000000,000000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000002,050009,050005,050005,050005,050005,050005,050005,050005,050005,050002,010008,010000,070000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,070000,010000,010002,05000E,010008,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010006,01000C,010003,00000C,000004,000004,000006,04000E,04000C,040004,040006,01000A,070008,XXXX,XXXX,XXXX,XXXX
30,030000,030000,030000,040000,040007,050008,050003,01000C,010000,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,010000,000404,000404,000404,000404,000004,000404,000404,000404,000404,000406,05000A,010009,010001,010001,010001,010001,010001,010001,010003,05000A,010008,010000,070000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,060000,070000,010000,010002,02000B,010008,010005,010005,010003,05000D,050005,050005,050005,050005,050005,050005,050005,050005,050005,050005,050005,050005,050005,050005,050005,050007,01000A,020009,020003,010009,010405,010405,010405,010405,010003,09000A,070008,XXXX,XXXX,XXXX,XXXX
31,030000,030000,030000,040002,050009,050004,050004,050003,01000C,010000,010404,010404,000000,000000,000000,000000,000000,000000,000000,000000,010000,000101,000101,000101,000101,000001,000101,000101,000101,000101,000103,05000A,010008,010000,010000,010000,010000,010000,010000,010002,05000A,010008,010000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,070000,060000,070000,070000,070000,070000,010000,010002,010008,010000,010001,010003,010008,010001,010001,010001,010001,010003,080009,080001,080001,080001,080001,080003,000009,000001,000001,000003,040009,040003,01002A,02008C,020006,09020A,040909,040101,040101,040303,01080A,01000A,070008,XXXX,XXXX,XXXX,XXXX
32,030000,030000,030000,040002,05000A,070009,070003,05000C,050003,01000C,010303,000D0D,000404,000000,000000,000000,000000,000000,000000,000000,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000002,05000A,010008,010000,010000,010000,010000,010000,010000,010002,05000A,010008,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010000,010002,010008,010000,010000,010002,010008,010000,010000,010000,010000,010002,080008,080000,080000,080000,080000,080002,000008,000000,000000,000002,040008,040002,04020A,040809,0A0405,080606,040808,040000,040000,040202,01080A,01000A,070008,XXXX,XXXX,XXXX,XXXX
33,030000,030000,030000,040002,05000A,07000C,070000,070003,05000C,050007,01000C,010101,010303,000C0C,000404,000404,000404,000404,000404,000404,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000002,05000A,010008,010000,010000,010000,010000,010000,010000,010002,05000A,01004C,010004,010004,010004,010004,010004,010004,010004,010004,010000,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010004,010006,010008,010000,010000,010002,010008,010000,010000,010000,010000,010002,080008,080000,080000,080000,080000,080002,000008,000000,000000,000002,040008,040002,04020A,040808,040101,040101,040000,040000,040000,040202,01080A,01000A,070008,XXXX,XXXX,XXXX,XXXX
34,030000,030000,030000,040002,050008,050003,070008,070000,070001,070001,070003,01000C,010000,010101,010101,010101,010101,010101,010101,010101,010000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000002,05000A,010008,010000,010000,010000,010000,010404,010404,010002,05000E,04001B,05000D,050005,050005,050005,050005,050001,050005,050007,01004E,05000D,050005,050005,050003,040009,040001,040001,040001,040001,040001,040001,040003,01000C,010004,010004,010006,01000C,010004,010004,010004,010004,010006,08000C,080004,080004,080004,080004,080006,00000C,000004,000004,000002,040008,040002,04020A,040808,040000,040000,040000,040000,040000,040202,01080A,01000A,070008,XXXX,XXXX,XXXX,XXXX
35,030000,030000,040000,040006,050008,050002,070008,070000,070000,070000,070000,070003,01000C,010206,09080C,090206,01080C,010004,010004,010004,010004,000004,000004,000004,000004,000004,000004,000004,000004,000004,000006,05000A,01000C,010004,010004,010004,010206,0A090D,0A0105,010044,010027,040088,040001,040001,040001,040001,040003,05000A,010009,010001,010011,010001,010001,010003,05000A,04000C,040000,040000,040000,040004,040000,040000,040004,040001,040001,040001,040001,040001,040001,040001,040001,040001,040001,040001,040001,0A0005,0A0005,040005,0A0005,0A0005,0A0005,0A0005,040002,040008,040002,04020A,040808,040000,040000,040000,040000,040000,040202,01080A,01000A,070008,XXXX,XXXX,XXXX,XXXX
36,030000,030000,040002,050009,050000,050006,070008,070000,070000,070000,070000,070000,070003,040009,040001,040001,040001,040001,040001,040001,040001,040001,040001,040001,040001,040001,040001,040001,040001,040001,040003,05000A,010009,010001,010001,010001,010001,010001,010001,010013,05000B,040008,040000,040000,040000,040000,040002,05000A,010008,010000,010000,010000,010000,010002,05000C,050003,04000C,040000,040002,05000B,040008,040002,05000B,040008,040000,040000,040004,040000,040004,040000,040000,040000,040000,040000,040000,040001,040001,040001,040001,040001,040001,040003,09000A,040008,040002,04020A,040808,040000,040000,040000,040000,040000,040202,01080A,01000A,070008,XXXX,XXXX,XXXX,XXXX
37,030000,030000,040002,050008,050002,070009,070000,070000,070000,070000,070000,070000,070002,040008,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040002,05000A,010008,010000,010000,010000,010000,010000,010000,010002,05000A,040008,040000,040000,040000,040000,040002,05000A,010008,010000,010000,010000,010000,010000,010003,05000C,050003,04000C,040006,05000A,04000C,040006,05000A,04000C,040004,040006,05000B,04000E,05000B,04000C,040000,040000,040000,040000,040000,040000,000000,000000,000000,000000,000000,040002,09000A,040008,040002,04020A,040808,040000,040000,040000,040000,040000,040202,01080A,01000A,070008,XXXX,XXXX,XXXX,XXXX
38,030000,030000,040002,050008,050002,07000C,070000,070000,070000,070000,070000,070000,070002,040008,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040000,040002,05000A,010008,010000,010000,010000,010000,010000,010000,010002,05000E,040008,040000,040000,040000,040000,040002,05000A,010008,010000,010000,010000,010000,010000,010000,010003,050008,050005,050005,050000,050005,050005,050004,050005,050005,050001,050004,050005,050004,050003,04000C,040000,040000,040000,040000,040000,000000,000000,000000,000000,000000,040002,09000A,040008,040002,04020A,040C0C,040000,040000,040404,040404,040000,040202,01080A,01000A,070008,XXXX,XXXX,XXXX,XXXX
